"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"Organismal Systems","Digestive system","hsa04976","Bile secretion","23/724","90/8859",0.255555555555556,3.12702578268877,6.05030566949161,5.5514462718554e-07,1.44781718769989e-06,4.53465505995767e-07,"6513/5243/6256/1080/3949/1576/9429/9971/3156/10257/476/54658/10599/8647/1244/760/6822/8714/28234/54600/54659/64241/64240",23,"XKC"
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","29/724","132/8859",0.21969696969697,2.68825339025615,5.82975697321334,6.28364064114746e-07,1.62576734048736e-06,5.0920062004286e-07,"207/2932/1432/1385/5599/5578/2353/5602/1312/4129/4128/5579/1386/6531/468/2903/2904/773/1815/776/3710/775/801/1812/815/6323/774/2891/816",29,"XKC"
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","37/724","193/8859",0.191709844559585,2.34579766982509,5.63906923276095,7.06100269701333e-07,1.81250935372153e-06,5.67689400422953e-07,"5290/207/6774/6714/5604/6772/4790/5594/5894/3576/7852/5295/5294/5970/3717/6347/4792/2932/5747/5595/3627/5580/5293/5879/4067/5291/6777/3718/1147/2919/2185/5579/5590/1233/3577/653361/2920",37,"XKC"
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","24/724","99/8859",0.242424242424242,2.96634856855851,5.86927411507906,8.98011577689588e-07,2.2693935994326e-06,7.10788437665362e-07,"5290/3553/6714/5295/1432/5599/5580/5293/5578/5291/4803/5602/3827/5579/5581/239/7442/3710/624/801/815/162514/623/816",24,"XKC"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","24/724","99/8859",0.242424242424242,2.96634856855851,5.86927411507906,8.98011577689588e-07,2.2693935994326e-06,7.10788437665362e-07,"7124/3569/7040/1906/1636/3685/3690/5562/183/5563/5564/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",24,"XKC"
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","31/724","149/8859",0.208053691275168,2.54578404835181,5.67663826603483,9.16982232052723e-07,2.29950928960914e-06,7.20220862421977e-07,"5290/207/1956/2475/5604/5594/5894/3576/5781/1950/5295/3630/5294/3643/5595/5293/5578/5291/6850/2147/2185/5737/8877/183/2149/185/3577/5338/554/5337/1759",31,"XKC"
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","22/724","86/8859",0.255813953488372,3.13018758833355,5.92176751557621,9.5937380706777e-07,2.38696568657277e-06,7.4761275943674e-07,"3630/6513/1385/5578/885/2740/2641/5579/2645/6514/1386/3651/476/468/779/776/3710/775/3783/1131/815/816",22,"XKC"
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","19/724","67/8859",0.283582089552239,3.46996371732498,6.05400085271789,9.66501443642961e-07,2.38696568657277e-06,7.4761275943674e-07,"5604/5594/5894/1387/5595/5578/5579/468/2903/2904/6197/2902/3710/775/801/815/2906/2891/816",19,"XKC"
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","19/724","68/8859",0.279411764705882,3.41893483912902,5.97334815645286,1.2403361042567e-06,3.04022233073447e-06,9.52216874656905e-07,"1576/1543/216/1548/54658/1544/1559/1555/1558/128/8854/54600/340665/126/54659/1592/29785/125/56603",19,"XKC"
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","18/724","62/8859",0.290322580645161,3.55244163250757,6.0164832357015,1.27657639359985e-06,3.10570077845934e-06,9.72725138878126e-07,"5290/207/2475/3480/5295/3630/3643/5293/3065/6198/23411/5291/6647/3066/847/5562/5563/5564",18,"XKC"
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","12/724","30/8859",0.4,4.89447513812155,6.37400129077979,1.76751345362965e-06,4.26821767320937e-06,1.33683278754055e-06,"7124/3569/3553/4790/5970/4363/9429/1147/10257/1244/239/8714",12,"XKC"
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","9/724","17/8859",0.529411764705882,6.47798180045499,6.7441641595991,2.0675192733561e-06,4.95596531701535e-06,1.55223970213267e-06,"768/771/759/760/762/765/11238/763/761",9,"XKC"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","22/724","91/8859",0.241758241758242,2.95819925930423,5.60125893869783,2.68057582357065e-06,6.37859648528491e-06,1.99781678744797e-06,"5290/207/5604/4790/5594/5894/5295/3725/5970/4792/2932/5595/695/5293/5879/4067/2353/5291/6850/1147/5579/5777",22,"XKC"
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","23/724","99/8859",0.232323232323232,2.84275071153524,5.50035188302652,3.32391572839883e-06,7.8521487496958e-06,2.45934268233934e-06,"5290/207/5604/5594/5894/5295/5595/5788/5580/5293/5578/5879/4067/6198/5291/6850/5579/8877/5581/2934/653361/5338/5337",23,"XKC"
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","32/724","166/8859",0.192771084337349,2.35878319909472,5.27202808274062,3.52501608378752e-06,8.26730390873906e-06,2.5893719055463e-06,"207/5604/5594/5894/3630/5294/3643/5595/1385/4846/1909/3827/1386/5581/476/468/185/779/140/776/3710/624/775/801/134/4881/487/147/152/6546/6543/151",32,"XKC"
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","22/724","93/8859",0.236559139784946,2.8945820709321,5.47914137813912,3.94421528217625e-06,9.11924951765572e-06,2.8562066619716e-06,"999/1499/1956/2064/4233/2260/6714/5594/3480/1387/3643/5595/4088/5879/51176/7082/52/5777/5770/1457/5792/7525",22,"XKC"
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","22/724","93/8859",0.236559139784946,2.8945820709321,5.47914137813912,3.94421528217625e-06,9.11924951765572e-06,2.8562066619716e-06,"3458/6772/4790/5594/3558/3565/3725/5970/3717/4792/5595/1432/5599/2353/6777/3567/5602/3718/1147/6776/3932/6775",22,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","29/724","144/8859",0.201388888888889,2.46423227440147,5.28464560205041,4.09295929621884e-06,9.39651218709396e-06,2.94304708475336e-06,"5290/207/2475/5295/5599/5293/5578/5291/6667/5602/7494/4217/5579/2903/6095/2904/773/2902/3710/7436/5693/487/116443/2906/90550/2891/3752/116444/3748",29,"XKC"
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","17/724","61/8859",0.278688524590164,3.41008513721583,5.63460745575196,4.67590343378203e-06,1.06597518840066e-05,3.33870175249802e-06,"7421/7018/3162/476/2495/540/4502/2512/4495/4489/4493/4891/4494/4501/4496/6546/6543",17,"XKC"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","20/724","81/8859",0.246913580246914,3.02128094945774,5.45167234909536,5.37416433019796e-06,1.21665109141982e-05,3.81062821658774e-06,"4830/2950/4353/2944/2952/1576/7498/2990/1548/54658/1571/7172/2947/1066/2938/54600/54659/2946/2939/653689",20,"XKC"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","22/724","95/8859",0.231578947368421,2.83364350101774,5.36023541959467,5.72791357784508e-06,1.28779298370862e-05,4.0334491255969e-06,"7124/3569/3458/7040/7422/3553/3576/3725/3383/3552/6347/3605/7099/1437/7097/4312/2353/4314/942/1514/2919/2920",22,"XKC"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","17/724","62/8859",0.274193548387097,3.35508376403493,5.5512814884894,5.96009364896197e-06,1.33081543120658e-05,4.16819815392438e-06,"5743/5742/5320/240/239/1571/8644/9536/247/1559/1557/246/1555/1558/2053/873/5319",17,"XKC"
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","15/724","50/8859",0.3,3.67085635359116,5.64976742976603,6.26562314183809e-06,1.38951914574096e-05,4.35206190303111e-06,"4843/4953/4846/4129/4128/223/1152/383/1158/217/2628/1159/1160/5033/51056",15,"XKC"
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","37/724","212/8859",0.174528301886792,2.13556108620869,4.99233873497685,7.20199770097118e-06,1.58638598007879e-05,4.96866128729875e-06,"5290/207/999/1499/1956/4233/2260/7422/6714/5604/5594/5894/3480/3791/1950/5295/3630/3082/2247/3643/5595/1432/5293/5578/7057/5879/5291/4803/3690/5579/5590/2149/2903/135/2904/2902/801",37,"XKC"
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","24/724","116/8859",0.206896551724138,2.53162507144218,4.95347031411919,1.71029944583128e-05,3.7419974452416e-05,1.17201728184835e-05,"5290/1499/5781/7852/4318/4313/5295/3383/5747/1432/5293/5578/7412/5879/5291/9076/2185/5175/5579/1364/100506658/653361/9075/7122",24,"XKC"
"Human Diseases","Substance dependence","hsa05034","Alcoholism","33/724","188/8859",0.175531914893617,2.14784148348419,4.74552854673855,1.98272011864555e-05,4.30911172452299e-05,1.34964106321837e-05,"5604/5594/5894/627/5595/4915/1385/3065/9734/1392/9759/3066/8841/10013/4129/4128/1386/6531/468/2903/135/2904/10014/2902/51564/801/83933/55869/116443/1812/2906/79885/116444",33,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","40/724","250/8859",0.16,1.95779005524862,4.58270937664449,2.62954730797127e-05,5.67703590992474e-05,1.7780835752751e-05,"7157/5290/7124/207/1956/4193/596/2475/3553/6714/4790/5594/3576/581/5295/3725/5970/4792/598/2932/5747/5595/7099/1432/1437/5599/5580/5293/5879/6198/5291/5602/114548/1147/718/834/29110/5581/3099/3710",40,"XKC"
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","21/724","98/8859",0.214285714285714,2.62204025256511,4.8167728644013,3.28317861088568e-05,7.0415541259785e-05,2.20545931617667e-05,"1385/5578/3949/5579/4929/1386/5581/183/476/468/185/8912/779/776/3710/775/801/4881/815/816/8911",21,"XKC"
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","19/724","86/8859",0.22093023255814,2.70334382628806,4.73517271136712,4.95725327324919e-05,0.000105625135103218,3.30824607846695e-05,"1499/51176/3685/3728/3690/1832/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",19,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","21/724","102/8859",0.205882352941176,2.51921514462138,4.60362600422796,6.13407270611259e-05,0.000129851149493033,4.06702018108627e-05,"3586/3383/3861/718/5340/3075/6403/716/3858/629/720/3868/3426/713/717/714/3857/727/721/715/100293534",21,"XKC"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","28/724","158/8859",0.177215189873418,2.16843835233233,4.42087367458848,7.00252864548119e-05,0.000147278989575927,4.61287116204873e-05,"7157/11200/1029/4193/5925/595/4609/1026/7040/1019/1387/1021/2932/1017/5111/894/898/4088/3065/1869/5347/983/9212/891/3066/1870/7534/55869",28,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","41/724","271/8859",0.151291512915129,1.85123137142974,4.24565392572887,7.82252010246691e-05,0.000163470612397706,5.1200030360276e-05,"7157/581/836/4780/598/9817/5599/842/3309/5602/6647/1649/7494/6622/7295/4129/11315/4128/4217/6531/468/1965/9377/135/3710/801/5693/4891/1327/1812/815/90550/7384/1340/816/1329/1345/1346/1351/1350/1349",41,"XKC"
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","29/724","169/8859",0.171597633136095,2.09970087286279,4.30592415934845,9.52694783430141e-05,0.000197820700253647,6.19586952683363e-05,"5728/5290/207/596/2475/3091/5604/5594/5894/3480/5295/3630/598/5595/5599/1508/5580/5293/6198/5291/3146/1612/5602/1509/1514/29110/5562/1965/5563",29,"XKC"
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","11/724","38/8859",0.289473684210526,3.54205437627217,4.68463831241398,0.000155657856023588,0.000321167475086643,0.000100591685771406,"5290/5594/5295/3630/3643/5595/5293/5578/5291/5579/476",11,"XKC"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","13/724","51/8859",0.254901960784314,3.11902827429314,4.52732350978726,0.000167516409542602,0.000343461317678542,0.000107574258362346,"348/948/3949/335/19/1071/8647/345/336/6646/337/64241/64240",13,"XKC"
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","24/724","134/8859",0.17910447761194,2.19155603199472,4.14612597363864,0.000191689491767932,0.000390567339477161,0.000122328162509799,"5604/5594/5894/5595/5580/1906/5578/4627/1909/5320/59/5579/5581/183/135/185/779/776/3710/775/801/4881/147/5319",24,"XKC"
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","13/724","52/8859",0.25,3.05904696132597,4.44234483980835,0.000206936138175597,0.000419013546864874,0.000131237694691291,"5290/207/5295/5293/5291/5579/6514/476/3099/8972/776/279/276",13,"XKC"
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","24/724","136/8859",0.176470588235294,2.15932726681833,4.06444181524324,0.000242054462219174,0.000487097251132412,0.000152561941749577,"5290/7124/355/3458/356/5604/5594/5894/5781/836/5295/8795/3383/5595/1437/5293/5578/5879/5291/6850/2185/3932/5579/5777",24,"XKC"
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","19/724","97/8859",0.195876288659794,2.3967790624822,4.12639027774541,0.00026940558856806,0.000538811177136119,0.00016875907065613,"5594/5595/1385/5578/2353/5579/2903/2904/8912/2902/776/3710/775/801/815/2906/2891/816/8911",19,"XKC"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","10/724","36/8859",0.277777777777778,3.39894106813996,4.30250152093386,0.000447217803893064,0.000888981732128895,0.00027843470460608,"7173/1312/7299/4282/4129/4128/7306/128/126/125",10,"XKC"
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","9/724","30/8859",0.3,3.67085635359116,4.3713314994967,0.000461026898506359,0.000910877387351959,0.00028529256239309,"1576/5320/1544/1571/1559/1557/246/1558/5319",9,"XKC"
"Organismal Systems","Immune system","hsa04611","Platelet activation","22/724","126/8859",0.174603174603175,2.13647724283083,3.83285710720581,0.000505030839775689,0.000991807552812498,0.00031064040239849,"5290/207/6714/5594/5295/5294/5595/1432/695/1277/5293/4067/5291/6850/2147/4846/3690/5742/5590/2149/3710/2243",22,"XKC"
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","24/724","144/8859",0.166666666666667,2.03936464088398,3.75123119084329,0.000579596121265597,0.00113142715887775,0.000354370146629454,"5290/207/1499/4609/6774/2260/5604/5594/5894/3480/5295/3717/2247/2932/5595/8313/1432/4088/5293/8312/5291/3718/2103/659",24,"XKC"
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","20/724","111/8859",0.18018018018018,2.20471853068538,3.81022862358939,0.00059135425145217,0.00114750884507981,0.000359407032524188,"5290/207/5604/5594/5894/3480/5295/3630/3320/5595/1432/1017/5599/5293/5291/5347/5602/983/891/6197",20,"XKC"
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","11/724","44/8859",0.25,3.05904696132597,4.0845082178945,0.000630907972716581,0.00121701774618701,0.00038117766025231,"142/5111/3146/7515/5423/2237/4350/3978/10038/252969/79661",11,"XKC"
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","17/724","89/8859",0.191011235955056,2.33724936370973,3.78238688496814,0.000754085327200224,0.00144606950980749,0.00045291812221933,"6714/5578/5579/2561/773/779/776/2563/775/10243/2556/57468/774/18/2558/55879/2560",17,"XKC"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","13/724","59/8859",0.220338983050847,2.69610918625339,3.89939130109555,0.000773774411327552,0.00146793630141351,0.000459766939738812,"2950/2944/2539/4953/2952/2936/2947/2938/51056/2946/373156/2939/653689",13,"XKC"
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","11/724","45/8859",0.244444444444444,2.99106813996317,3.99451631492171,0.000774493999518782,0.00146793630141351,0.000459766939738812,"5243/4363/1080/9429/19/10257/8647/1244/8714/64241/64240",11,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","14/724","67/8859",0.208955223880597,2.55681537066051,3.81582997166876,0.000863510529560137,0.00162719325223471,0.000509647224626305,"5315/2597/2023/3939/2645/3099/223/226/217/7167/10327/128/126/125",14,"XKC"
"Human Diseases","Immune disease","hsa05330","Allograft rejection","10/724","39/8859",0.256410256410256,3.13748406289843,3.99079333920903,0.000893817454539366,0.00167462350678065,0.000524502680522193,"7124/355/3458/356/3586/3558/3565/959/3567/942",10,"XKC"
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","14/724","69/8859",0.202898550724638,2.48270478020658,3.68844352303889,0.00117112752104779,0.00218164326778045,0.000683304478445929,"1385/1508/1906/1636/1909/183/185/779/776/3710/775/801/134/4881",14,"XKC"
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","10/724","42/8859",0.238095238095238,2.91337805840568,3.70786024576263,0.00165408908683128,0.00306382410401704,0.000959609099417671,"7157/7037/7018/3162/1356/2495/2512/246/2182/4891",10,"XKC"
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","7/724","23/8859",0.304347826086957,3.72405717030987,3.90220988564274,0.00181235526128944,0.00333801025525626,0.00104548593722912,"1636/59272/183/185/186/3816/5550",7,"XKC"
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","18/724","105/8859",0.171428571428571,2.09763220205209,3.37525477706022,0.00196502634478133,0.00359886847415008,0.00112718838228143,"7124/7040/3685/3690/183/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",18,"XKC"
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","13/724","65/8859",0.2,2.44723756906077,3.49350700190098,0.00199096892993453,0.0036235350681505,0.00113491411562996,"1385/6667/3949/1386/183/468/185/8912/779/776/3710/775/8911",13,"XKC"
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","10/724","43/8859",0.232558139534884,2.84562508030323,3.61909732780959,0.00200072488425488,0.0036235350681505,0.00113491411562996,"948/335/19/5320/2169/337/5319/5406/64241/64240",10,"XKC"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","24/724","158/8859",0.151898734177215,1.85866144485628,3.24880963499011,0.00217836769745231,0.00392346889154394,0.00122885528730953,"5728/5290/7124/207/2475/5604/5594/5894/3480/5295/3630/3643/2932/5595/5293/5578/6198/5291/1147/1977/5579/5562/5563/6197",24,"XKC"
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","11/724","51/8859",0.215686274509804,2.63917777055574,3.50211846976565,0.00231633596710887,0.00414904134767853,0.00129950600815246,"3480/5743/3630/3643/1588/3949/1545/1543/240/8644/3292",11,"XKC"
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","10/724","44/8859",0.227272727272727,2.78095178302361,3.53285395139765,0.0024036122111779,0.00428184470406555,0.00134110085984617,"7124/355/3458/356/3553/3558/3630/3552/942/3329",10,"XKC"
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","12/724","59/8859",0.203389830508475,2.48871617192621,3.42259032476112,0.00252535885626166,0.00447427710402881,0.00140137190536259,"5290/207/5295/5743/3630/3643/5293/5291/5742/2167/134/4881",12,"XKC"
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","19/724","116/8859",0.163793103448276,2.00420318155839,3.24772083060102,0.00256910896154537,0.00452718660250697,0.00141794349513457,"5594/5595/5578/5579/2903/2904/773/5338/1742/2902/776/3710/775/5337/116443/2906/2898/2891/116444",19,"XKC"
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","18/724","108/8859",0.166666666666667,2.03936464088398,3.24197242310081,0.00271026137139838,0.004750243048795,0.00148780618577047,"7124/4609/3458/7040/5594/1387/5595/4088/3065/7057/6198/6667/7037/7018/650/3066/659/7036",18,"XKC"
NA,NA,"hsa04981","Folate transport and metabolism","8/724","31/8859",0.258064516129032,3.15772589556229,3.59008144229492,0.00277419183051007,0.00483629164035446,0.00151475714922306,"4363/9429/10257/10599/1244/8714/11309/28234",8,"XKC"
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","25/724","170/8859",0.147058823529412,1.79943938901527,3.13966597859633,0.00279516862507494,0.00484694133922569,0.00151809270230834,"2064/595/1019/6714/3725/5111/5599/5879/1080/5602/4627/3308/9076/7082/4217/5562/1364/100506658/5590/5581/5563/5564/9075/776/7122",25,"XKC"
"Organismal Systems","Nervous system","hsa04730","Long-term depression","12/724","60/8859",0.2,2.44723756906077,3.35549917746094,0.00292782519122265,0.00505011117639462,0.00158172678111165,"5604/5594/5894/3480/5595/5578/4067/1392/5579/773/3710/2891",12,"XKC"
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","17/724","101/8859",0.168316831683168,2.05955637000164,3.19477756280944,0.00316068670925775,0.00542307298535803,0.00169854078004433,"1499/5604/5594/5894/1387/2932/5595/1385/1906/5578/51176/7299/5579/7306/801/815/816",17,"XKC"
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","10/724","46/8859",0.217391304347826,2.66004083593562,3.36739563614914,0.0034037700707718,0.00580957614173616,0.0018195960146865,"3162/1356/2990/54658/2495/2395/2512/2235/54600/54659",10,"XKC"
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","25/724","174/8859",0.14367816091954,1.75807296627929,3.01272204048932,0.00382863038178261,0.00650069533573505,0.00203605892013658,"7157/1499/595/4609/3725/1387/2932/8313/894/4088/5599/5578/5879/23411/8312/5602/4316/51176/5467/5663/5579/8061/1457/815/816",25,"XKC"
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","7/724","26/8859",0.269230769230769,3.29435826604335,3.49503987933788,0.00391948723100074,0.00662048102231214,0.00207357655526082,"3630/3172/2645/6514/3375/3651/3174",7,"XKC"
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","22/724","149/8859",0.147651006711409,1.80668545366903,2.96241995758327,0.00463838047779555,0.00779439193691418,0.00244125288305029,"5594/5743/5595/1432/5599/5578/5602/5579/2561/773/779/776/2563/3710/775/2556/2166/774/2891/2558/55879/2560",22,"XKC"
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","7/724","27/8859",0.259259259259259,3.17234499693063,3.37240319740521,0.00492533921197425,0.00823415683642875,0.00257899003272066,"231/251/8644/248/249/10243/873",7,"XKC"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","31/724","235/8859",0.131914893617021,1.61413541789115,2.84644006716136,0.00517940531941663,0.00861472517413174,0.00269818644459405,"2260/5468/2475/1432/1385/6198/10891/7350/23028/4217/2641/51548/5562/1386/9377/5563/1374/5564/6197/2182/4881/1327/1375/7384/1340/1329/1345/1346/1351/1350/1349",31,"XKC"
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","17/724","106/8859",0.160377358490566,1.96240748462421,2.97366336656214,0.00526046480398785,0.008705134650254,0.00272650326469047,"5578/5879/1080/885/5320/5579/5644/952/476/760/3710/279/1131/487/5319/5406/276",17,"XKC"
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","5/724","15/8859",0.333333333333333,4.07872928176796,3.56000909334279,0.00540026192141195,0.00889134033525402,0.00278482406367336,"52/251/248/249/9054",5,"XKC"
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","30/724","230/8859",0.130434782608696,1.59602450156137,2.73216006532164,0.00692276400121663,0.0113408093688272,0.0035520132669559,"5290/207/1956/2260/6714/5604/5594/5894/7852/1950/5295/3630/2247/2335/5747/5595/5293/5879/5291/4627/2147/3685/3690/3827/2149/2934/624/1131/727/623",30,"XKC"
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","13/724","75/8859",0.173333333333333,2.12093922651934,2.90820406971828,0.00721366489752379,0.0117582737829638,0.00368276576347267,"7173/50506/213/7276/1385/5578/3309/2936/5579/1386/476/468/3710",13,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","7/724","30/8859",0.233333333333333,2.85511049723757,3.03621830530796,0.00911287510748907,0.014780085995231,0.00462921647251343,"2990/54658/223/217/10327/54600/54659",7,"XKC"
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","9/724","45/8859",0.2,2.44723756906077,2.9034737511735,0.00946041197716586,0.0152677935869112,0.00478196957678524,"7124/3569/355/3458/356/3553/3558/3552/942",9,"XKC"
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","10/724","53/8859",0.188679245283019,2.30871468779318,2.85070260918509,0.00970333463324477,0.0155826950267872,0.00488059870067277,"2099/7421/5578/5579/476/624/3816/1759/6546/6543",10,"XKC"
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","13/724","78/8859",0.166666666666667,2.03936464088398,2.75043631339556,0.0100272859112858,0.0160239961131331,0.0050188169937808,"5290/999/1499/4233/6714/5295/2335/5747/857/5293/5879/5291/1759",13,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","43/724","371/8859",0.115902964959569,1.41821045107295,2.45492084428879,0.0118081937611617,0.018777908127506,0.00588135966537966,"7157/7124/596/2475/581/836/598/1432/4843/842/5879/3309/6647/1649/7494/847/834/10013/4217/29110/468/2903/1965/9377/3178/2904/4747/2902/3710/5693/1327/2906/10280/90550/2891/7384/1340/1329/1345/1346/1351/1350/1349",43,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","9/724","47/8859",0.191489361702128,2.34309980016457,2.75409116260324,0.0125723547299112,0.0198960565143255,0.00623157081656306,"5315/3939/223/2739/217/10327/128/126/125",9,"XKC"
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","37/724","311/8859",0.118971061093248,1.4557522516921,2.44081634670746,0.0127233922701798,0.0200378061839547,0.00627596771018279,"7157/5468/2475/841/581/836/1387/627/1385/5599/3065/842/6667/5602/6647/3066/10891/7350/4217/9377/2904/7019/4899/1742/2902/5693/1327/774/2891/7384/1340/1329/1345/1346/1351/1350/1349",37,"XKC"
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/724","72/8859",0.166666666666667,2.03936464088398,2.641631383508,0.0130855810847625,0.0205091318924643,0.00642358990496946,"7124/841/4790/3576/5970/4792/1432/3627/5599/5602/1147/29110",12,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","8/724","40/8859",0.2,2.44723756906077,2.73664519353125,0.0140922861888123,0.0219812693662814,0.00688467267849304,"2645/3099/5837/5836/8972/279/2548/276",8,"XKC"
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","15/724","100/8859",0.15,1.83542817679558,2.50634122782639,0.0153494981931439,0.0238282686236424,0.00746316453501231,"7124/3569/3553/3565/3552/1437/1440/2322/7037/948/3567/3562/3690/952/1378",15,"XKC"
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","13/724","83/8859",0.156626506024096,1.91651134926446,2.50257400204521,0.0165373020040525,0.0255505234754554,0.00800258565424339,"3569/3553/841/4790/836/5970/4792/3627/114548/1147/834/840/29110",13,"XKC"
