"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"oleic acid","Cortex Moutan","牡丹皮","Mudanpi","MOL000675","TCMol19375","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic Acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Cortex Moutan","牡丹皮","Mudanpi","MOL000675","TCMol19375","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Figwort Root","玄参","Xuanshen","MOL000675","TCMol29414","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Figwort Root","玄参","Xuanshen","MOL000675","TCMol29414","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic Acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Figwort Root","玄参","Xuanshen","MOL000675","TCMol29414","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL000675","TCMol31865","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL000675","TCMol31865","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic Acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Gleditsiae Spina","皂角刺","Zaojiaoci","MOL000675","TCMol31865","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Radix Bupleuri","柴胡","Chaihu","MOL000675","TCMol03868","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Radix Bupleuri","柴胡","Chaihu","MOL000675","TCMol03868","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic Acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Radix Bupleuri","柴胡","Chaihu","MOL000675","TCMol03868","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000675","TCMol28305","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
