pmid,title,abstract,year,journal,journal_abbr,authors,full_authors,first_author,affiliations,mesh,other_terms,keywords,publication_types,doi,volume,issue,issn,pages,source_database,wos_id
,Kernohan-Woltman notch phenomenon caused by an acute subdural hematoma,"Uncal herniation through the tentorial notch is occasionally associated with false localizing ipsilateral hemiparesis, known as the Kernohan-Woltman notch phenomenon (KWNP). We report an 81-year-old female who presented with a decreased level of consciousness, a right mydriasis and an ipsilateral motor deficit caused by a large right hemispheric subdural hematoma that was immediately evacuated. The patient recovered well, although her right hemiplegia persisted. A follow-up MRI showed a residual lesion in the left cerebral peduncle, corresponding to KWNP. The presence of such a structural lesion suggests a poor prognosis for recovery from the initial motor deficit. (C) 2009 Elsevier Ltd. All rights reserved.",2009,JOURNAL OF CLINICAL NEUROSCIENCE,,Carrasco R; Pascual JM; Navas M; Martínez-Flórez P; Manzanares-Soler R; Sola RG,"Carrasco, Rodrigo; Pascual, Jose M.; Navas, Marta; Martinez-Florez, Pedro; Manzanares-Soler, Rafael; Sola, Rafael G.",Carrasco R,"[Carrasco, Rodrigo; Pascual, Jose M.; Navas, Marta; Martinez-Florez, Pedro; Sola, Rafael G.] Princesa Univ Hosp, Dept Neurosurg, Madrid 28006, Spain. [Manzanares-Soler, Rafael] Princesa Univ Hosp, Dept Neuroradiol, Madrid 28006, Spain.",,,Cerebral peduncle; Kernohan's notch; False localizing signs; Ipsilateral; hemiparesis; Subdural hematoma; Tentorial incisura; Uncal herniation,J,10.1016/j.jocn.2009.02.015,16,12,,1628,WoS,WOS:000271917800020
,Cervical cord compression presenting with sciatica-like leg pain,"Sciatica-like leg pain can be the main presenting symptom in patients with cervical cord compression. It is a false localizing presentation, which may lead to missed or delayed diagnosis, resulting in the wrong plan of management, especially in the presence of concurrent lumbar lesions. Medical history, physical findings and the results of imaging studies were reviewed in two cases of cervical cord compressions, which presented with sciatica-like leg pain. There was multi-level cervical spondylosis with cord compression in the first patient and the second patient had two levels of cervical disc herniation with cord compression. In both cases, there were co-existing lumbar lesions, which could be responsible for the presentation of the leg pain. Cervical blocks were diagnostic in identifying the level responsible for the leg pain and it was confirmed so after cervical decompressive surgery in both cases, which brought significant pain relief. Funicular leg pain is a rare presentation of cervical cord compression. It is a referred pain due to the irritation of the ascending spinothalamic tract. Cervical blocks were successful in identifying the cause of funicular pain in our cases and this may pave the way for further studies to establish the role of cervical blocks as a diagnostic tool for funicular pain caused by cord compression.",2011,EUROPEAN SPINE JOURNAL,,Chan CK; Lee HY; Choi WC; Cho JY; Lee SH,"Chan, Chee Keong; Lee, Ho-Yeon; Choi, Won-Chul; Cho, Ji Young; Lee, Sang-Ho",Chan CK,"[Lee, Ho-Yeon; Choi, Won-Chul; Cho, Ji Young; Lee, Sang-Ho] Wooridul Spine Hosp, Dept Neurosurg, Seoul 135100, South Korea. [Chan, Chee Keong] Sarawak Gen Hosp, Dept Orthopaed, Kuching, Malaysia.",,,Cord compression; Cervical blocks; False localizing signs; Sciatica;; Tract pain; Funicular pain,J,10.1007/s00586-010-1585-5,20,,,S217,WoS,WOS:000294221200018
,Contralateral mesencephalic injury due to tentorial uncal herniation.: Magnetic resonance imaging of the Kernohan's notch.,"We report a case of a traumatic epidural hematoma with ipsilateral hemiparesis, due to the so-called Kernoban's notch. We document the injury with axial and coronal magnetic resonance imaging.",2004,NEUROCIRUGIA,,Giménez-Pando J; Cabezudo-Artero JM; Fernández-Portales I; Rodríguez-Sánchez JA; Gómez-Perals L; Lorenzana L; Ugarriza F,"Giménez-Pando, J; Cabezudo-Artero, JM; Fernández-Portales, I; Rodríguez-Sánchez, JA; Gómez-Perals, L; Lorenzana, L; Ugarriza, F",Giménez-Pando J,"Conplejo Hosp Infanta Cristina, Serv Neurochirurg, Badajoz, Spain.",,,cerebral herniation; epidural hematoma; Kernohan's notch; magnetic; resonance imaging,J,,15,4,,384,WoS,WOS:000223795400010
,Trigeminal neuralgia caused by contralateral cerebellopontine angle meningioma - case report,"A large meningioma located in the cerebellopontine angle was an unusual cause for contralateral trigeminal neuralgia. The mass effect displaced the basilar artery affecting the contralateral trigeminal nerve in vicinity of the brain stem. After radical microsurgical removal of the tumour, the trigeminal neuralgia completely disappeared.",2001,ZENTRALBLATT FUR NEUROCHIRURGIE,,Sepehrnia A; Schulte T,"Sepehrnia, A; Schulte, T",Sepehrnia A,"Med Univ Lubeck, Dept Neurosurg, D-23538 Lubeck, Germany.",,,basilar artery; trigeminus nerve compression; microvasculuar; decompression,J,10.1055/s-2002-19480,62,2,,62,WoS,WOS:000173483800007
,ARACHNOID CYST OF THE CEREBELLOPONTINE ANGLE MANIFESTING AS CONTRALATERAL TRIGEMINAL NEURALGIA - CASE-REPORT,"A case of an arachnoid cyst in the cerebellopontine angle manifesting as contralateral trigeminal neuralgia is presented.  Decompression and excision of the lesion resulted in total relief of symptoms.  The possible causes of contralateral trigeminal neuralgia are briefly reviewed, and the surgical treatment of this entity is discussed.",1991,NEUROSURGERY,,BABU R; MURALI R,"BABU, R; MURALI, R",BABU R,"ST VINCENTS HOSP & MED CTR,DEPT NEUROL SURG,NEW YORK,NY 10011. NYU,SCH MED,DEPT NEUROL SURG,NEW YORK,NY 10003.",,,CEREBELLOPONTINE ANGLE ARACHNOID CYST; TRIGEMINAL NEURALGIA,J,10.1227/00006123-199106000-00018,28,6,,886,WoS,WOS:A1991FM73300018
,MAGNETIC-RESONANCE-IMAGING OF KERNOHANS NOTCH,"Compression of the cerebral peduncle against the tentorial incisura contralateral to a supratentorial mass, the so-called Kernohan''s notch, can be a cause of false localizing motor signs. The authors present a case of Kernohan''s notch secondary to a traumatic extradural hematoma. The patient developed an oculomotor palsy and a dense motor deficit ipsilateral to the extra-axial hematoma. Magnetic resonance imaging in the postoperative period clearly showed the midbrain lesion. The motor deficit  and 3rd nerve palsy subsequently resolved.",1990,NEUROSURGERY,,COHEN AR; WILSON J,"COHEN, AR; WILSON, J",COHEN AR,,,,,J,10.1227/00006123-199008000-00005,27,2,,205,WoS,WOS:A1990DQ13900005
,Idiopathic intracranial hypertension and seventh nerve palsy,"Patients with idiopathic intracranial hypertension may occasionally present with coexisting lower motor neuron facial weakness. This study reviews a fi-year experience at Mayo Clinic. The aim of this study was to determine the possible association of idiopathic intracranial hypertension and facial paresis. Two cases were identified. Both fulfilled the modified Dandy's diagnostic criteria for idiopathic intracranial hypertension. Treatment consisted of steroids in one, and emergent optic nerve sheath fenestration in the other. The cranial nerve palsies resolved in both cases.",1997,HEADACHE,,Capobianco DJ; Brazis PW; Cheshire WP,"Capobianco, DJ; Brazis, PW; Cheshire, WP",Capobianco DJ,,,,idiopathic intracranial hypertension; seventh nerve palsy; headache,J,10.1046/j.1526-4610.1997.3705286.x,37,5,,286,WoS,WOS:A1997XD90400004
,SENSORY STIMULATION DURING SLEEP - OBSERVATIONS ON THE EEG RESPONSES TO AUDITORY STIMULATION DURING SLEEP IN PATIENTS WITH BRAIN PATHOLOGY - (PRELIMINARY REPORT),"This is a preliminary report on the effect of auditory stimulation on the EEG during sleep. Normal individuals show a characteristic slow voltage surge as a result of such stimulation, the effect being bilaterally symmetrical. Patients with known brain damage show a suppression or reduction of this response on the affected side of the brain, sometimes confined to the area of known damage. It is suggested that this technic may be of value in resolving the false localizing signs sometimes present in waking records.",1949,ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY,,GROSSMAN C,"GROSSMAN, C",GROSSMAN C,,,,,J,10.1016/0013-4694(49)90222-9,1,4,,487,WoS,WOS:A1949UG20700011
,VASOSPASM WITH SUBARACHNOID HEMORRHAGE FROM INTRACRANIAL ANEURYSM,"Cerebral vasospasm occurs as a complication of intracranial aneurysm with or without hemorrhage in a significant percentage of cases. Cerebral vasospasm accompanying intracranial aneurysm may result in false localizing signs, since the vasospasm may occur remote from the location of the lesion. The presence of cerebral vasospasm renders intracranial aneurysm surgery more hazardous and more subject to postoperative complications, particularly cerebral infarction. The methods so far suggested for dealing with cerebral vasospasm in cases of intracranial aneurysm have proved largely ineffectual, and delay in the institution of surgical treatment in such cases appears advisable until more reliable methods of management are perfected.",1965,ARCHIVES OF SURGERY,,HAWKES CD; OGLE WS,"HAWKES, CD; OGLE, WS",HAWKES CD,,,,,J,,90,3,,404,WoS,WOS:A19656442900019
,Papilledema and Peripheral Neuropathies,"Introduction: Papilledema is a common sign in ophthalmology and is typically associated with increased intracranial pressure (ICP) in neurological diseases. Since the beginning of the 20th century, some cases of papilledema have been reported in association with acute or chronic inflammatory neuropathies. Case Report: We describe a 42-year-old man with acute-onset inflammatory polyradiculoneuropathy and bilateral papilledema. Conclusions: Based on a personal case report and from an extensive review of the medical literature, we identify 2 distinct patterns. First, radiculoneuropathy may be a consequence of intracranial pressure (peripheral nerve involvement corresponding to a ""false localizing sign""). Second, papilledema may occur after the onset of inflammatory neuropathy. For such cases, the pathophysiological mechanism remains unknown (eg, reactional inflammatory processes or actions of unknown autoantibodies) and requires further elucidation.",2019,NEUROLOGIST,,Mathis S; Le Masson G; Soulages A; Duval F; Solé G; Boissonnot M; Lathière T; Bonduelle T; Carla L; Nadal L; Baron C; Balaboi I; Ciron J; Vallat JM,"Mathis, Stephane; Le Masson, Gwendal; Soulages, Antoine; Duval, Fanny; Sole, Guilhem; Boissonnot, Michele; Lathiere, Thomas; Bonduelle, Thomas; Carla, Louis; Nadal, Louis; Baron, Clement; Balaboi, Irina; Ciron, Jonathan; Vallat, Jean-Michel",Mathis S,"[Mathis, Stephane; Le Masson, Gwendal; Soulages, Antoine; Duval, Fanny; Sole, Guilhem; Bonduelle, Thomas; Carla, Louis; Nadal, Louis] CHU Bordeaux, Pellegrin Hosp, Nerve Muscle Unit, Dept Neurol, Pl Amelie Raba Leon, F-33000 Bordeaux, France. [Mathis, Stephane; Le Masson, Gwendal; Duval, Fanny; Sole, Guilhem] CHU Bordeaux, Pellegrin Hosp, Referal Ctr Neuromuscular Disorders, Bordeaux, France. [Boissonnot, Michele] CHU Poitiers, La Miletrie Univ Hosp, Dept Ophthalmol, Poitiers, France. [Baron, Clement] CHU Poitiers, La Miletrie Univ Hosp, Dept Neurol, Poitiers, France. [Lathiere, Thomas] CHU Limoges, Dupuytren Univ Hosp, Dept Ophthalmol, Limoges, France. [Vallat, Jean-Michel] CHU Limoges, Dupuytren Univ Hosp, Dept Neurol, Limoges, France. [Vallat, Jean-Michel] CHU Limoges, Dupuytren Univ Hosp, Referal Ctr ForRare Peripheral Neuropathies, Limoges, France. [Balaboi, Irina] Niort Hosp, Dept Neurol, Niort, France. [Ciron, Jonathan] CHU Toulouse, Pierre Paul Riquet Univ Hosp, Dept Neurol, Toulouse, France.",,,papilledema; Guillain-Barre syndrome; CIDP; inflammation;; nodo-paranodopathy,J,10.1097/nrl.0000000000000250,24,6,,185,WoS,WOS:000496267900007
,Hemifacial spasm due to a large distant ipsilateral posterior fossa meningioma,A rare case of hemifacial spasm due to an ipsilateral foramen magnum/clival meningioma is described. Magnetic resonance imaging demonstrated that the tumor was located distant to the cranial nerve VII/VIII complex. Resolution of the ipsilateral hemifacial spasm was noted after complete resection of the tumor. The mechanism of hemifacial spasm was likely due to displacement and distortion of the brain stem from the lesion distant to the cranial nerve VII/VIII complex. In our review of the literature this is the first reported case of an ipsilateral posterior fossa meningoma causing hemifacial spasm from indirect mass effect.,2000,SKULL BASE SURGERY,,Harrison GS; Chovan P; Lee JH,"Harrison, GS; Chovan, P; Lee, JH",Harrison GS,"Cleveland Clin Fdn, Dept Neurol Surg, Cleveland, OH 44195 USA. FD Roosevelt Hosp, Dept Neurol Surg, Banska Bystrica, Slovakia.",,,,J,10.1055/s-2000-6787,10,1,,43,WoS,WOS:000086719100006
,Epidermoid Cyst of the Cerebellopontine Angle Presenting with Contralateral Trigeminal Neuralgia: Extremely Rare Case and Review of Literature,"BACKGROUND: An epidermoid cyst is a rare tumor of the cerebellopontine angle region. It usually presents with ipsilateral compressive symptoms. The contralateral trigeminal neuralgia is an unusual presentation in such cases. We did not find such case reports in the literature. CASE DESCRIPTION: Here, we report a case of a 62-year-old female with a right cerebellopontine angle epidermoid cyst presenting with right hearing impairment and the contralateral trigeminal neuralgia. CONCLUSION: The possible mechanism leading to the contralateral trigeminal neuralgia is discussed here along with the diagnosis and management of the case.",2019,WORLD NEUROSURGERY,,Jain N; Tadghare J; Patel A,"Jain, Nilesh; Tadghare, Jitendra; Patel, Akhilesh",Jain N,"[Jain, Nilesh; Tadghare, Jitendra] Sri Aurobindo Med Coll & PG Inst, Dept Neurosurg, Indore, Madhya Pradesh, India. [Patel, Akhilesh] Sri Aurobindo Med Coll & PG Inst, Dept Gen Surg, Indore, India.",,,Cerebellopontine angle; Contralateral; Epidermoid cyst; Trigeminal; neuralgia,J,10.1016/j.wneu.2018.10.204,122,,,220,WoS,WOS:000457328100243
,FALSE LOCALIZING SIGNS IN A CASE OF PONTINE INFARCTION,"A case study of a patient who suffered a focal pontine infarction and who was tested with the Luria-Nebraska Neuropsychological Battery, Form I (LNNB) during the convalescent period. The LNNB clinical and localization scale patterns were apparently consistent with a lesion of the left parieto-occipital area of the cerebral cortex, but item and syndrome analysis did not support this inference. The anatomical pathways of the ponto-cerebral-thalamic-cerebral cortical feedback loop system are outlined. The presence of a focal pontine lesion in this neural network is shown to be consistent with the disruption of higher cortical functions identifed from item analysis of the LNNB in the current case. The importance of considering specific noncortical neural pathways when one interprets LNNB results is stressed.",1986,INTERNATIONAL JOURNAL OF CLINICAL NEUROPSYCHOLOGY,,MOSES JA; PICKETT D,"MOSES, JA; PICKETT, D",MOSES JA,,,,,J,,8,3,,123,WoS,WOS:A1986D793000007
,Trigeminal neuralgia caused by contralateral supratentorial meningioma,Most trigeminal neuralgia is attributable to vascular compression of the root entry zone of the trigeminal nerve at the pons. Only about 5-10% of trigeminal neuralgia cases are caused by direct compression by ispilateral cerebellopontine angle tumors. Trigeminal neuralgia caused by contralateral posterior fossa tumors are extremely rare. Cases in which neuralgia is caused by a contralateral supratentorial tumor have been seldom reported. This report describes a case of large meningioma in the left occipital region. The patient's right facial pain subsided gradually after tumor excision. This neuralgia is likely due to a displaced adjacent vessel that developed following brainstem distortion by the tumor. (c) 2007 Elsevier Ltd. All rights reserved.,2008,JOURNAL OF CLINICAL NEUROSCIENCE,,Cheng WC; Chang CN,"Cheng, Wan-Chun; Chang, Chen-Nen",Cheng WC,"[Cheng, Wan-Chun] Tzu Ai Gen Hosp, Div Neurosurg, Dept Surg, Shilo Town, Yun Lin, Taiwan. [Chang, Chen-Nen] Chang Gung Univ, Dept Surg, Div Neurosurg, Taipei, Taiwan. [Chang, Chen-Nen] Chang Gung Mem Hosp, Taipei 10591, Taiwan.",,,meningioma; root entry zone; trigeminal neuralgia,J,10.1016/j.jocn.2007.05.031,15,10,,1162,WoS,WOS:000259324800023
,Brain Sagging Dementia,"Purpose of ReviewBrain sagging dementia (BSD) is a rare but devastating form of early-onset dementia characterized by intracranial hypotension and behavioral changes resembling behavioral variant frontotemporal dementia. This review aims to provide a comprehensive overview of BSD, highlighting its pathomechanism, diagnostic tools, and available treatment options.Recent FindingsBSD exhibits a complex clinical manifestation with insidious onset and gradual progression of behavioral disinhibition, apathy, inertia, and speech alterations. Additionally, patients may exhibit brainstem and cerebellar signs such as hypersomnolence and gait disturbance. Although headaches are common, they may not always demonstrate typical orthostatic features. Recent radiological advances have improved the detection of CSF leaks, enabling targeted treatment and favorable outcomes.SummaryUnderstanding the pathomechanism and available diagnostic tools for BSD is crucial for a systematic approach to timely diagnosis and treatment of this reversible form of early-onset dementia, as patients often endure a complex and lengthy clinical course.",2023,CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS,,Lashkarivand A; Eide PK,"Lashkarivand, Aslan; Eide, Per Kristian",Lashkarivand A,"[Lashkarivand, Aslan; Eide, Per Kristian] Oslo Univ Hosp, Dept Neurosurg, Rigshosp, PB 4950, N-0424 Oslo, Norway. [Lashkarivand, Aslan; Eide, Per Kristian] Univ Oslo, Inst Clin Med, Fac Med, Oslo, Norway.",,,Brain sagging dementia (BSD); Early-onset dementia; Intracranial; hypotension; Behavioral variant frontotemporal dementia,J,10.1007/s11910-023-01297-9,23,10,,593,WoS,WOS:001060251200001
,Eccentric compression of the spinal canal causing dominantly contralateral-side symptoms,"In this retrospective study, five patients are described in whom the dural sac at the thoracic and lumbar spine was compressed by a herniated disk or stenosis, located eccentrically in the spinal canal. In all of them, the symptoms or neurologic findings were dominantly in the limb contralateral to the side of compression. All five patients were operated on and the compressing disk or lamina was removed, resulting in immediate improvement of symptoms. In only one of the patients was the compression at the common level of L4-L5. In the remaining four patients, compression was at the low thoracic or upper lumbar spine. With the exception of one patient, the area of canal compression was greater than 50%.",2000,JOURNAL OF SPINAL DISORDERS,,Mirovsky Y; Halperin N,"Mirovsky, Y; Halperin, N",Mirovsky Y,"Tel Aviv Univ, Sackler Fac Med, Assaf Harofeh Med Ctr, Spine Unit, IL-70300 Zerifin, Israel.",,,disk hernia; spinal stenosis; sciatic pain; neurologic deficit,J,10.1097/00002517-200004000-00014,13,2,,174,WoS,WOS:000086394500014
,Diagnosis and treatment evaluation in patients with spontaneous intracranial hypotension,"Spontaneous intracranial hypotension is characterized by an orthostatic headache and audiovestibular symptoms alongside a myriad of other non-specific symptoms. It is caused by an unregulated loss of cerebrospinal fluid at the spinal level. Indirect features of CSF leaks are seen on brain imaging as signs of intracranial hypotension and/or CSF hypovolaemia as well as a low opening pressure on lumbar puncture. Direct evidence of CSF leaks can frequently, but not invariably, be observed on spinal imaging. The condition is frequently misdiagnosed due to its vague symptoms and a lack of awareness of the condition amongst the non-neurological specialities. There is also a distinct lack of consensus on which of the many investigative and treatment options available to use when managing suspected CSF leaks. The aim of this article is to review the current literature on spontaneous intracranial hypotension and its clinical presentation, preferred investigation modalities, and most efficacious treatment options. By doing so, we hope to provide a framework on how to approach a patient with suspected spontaneous intracranial hypotension and help minimize diagnostic and treatment delays in order to improve clinical outcomes.",2023,FRONTIERS IN NEUROLOGY,,Mehta D; Cheema S; Davagnanam I; Matharu M,"Mehta, Dwij; Cheema, Sanjay; Davagnanam, Indran; Matharu, Manjit",Mehta D,"[Mehta, Dwij; Cheema, Sanjay; Matharu, Manjit] Univ Coll London UCL, Natl Hosp Neurol & Neurosurg, Headache & Facial Pain Grp, Queen Sq Inst Neurol, London, England. [Davagnanam, Indran] UCL Queen Sq Inst Neurol, Lysholm Dept Neuroradiol, London, England. [Davagnanam, Indran] Natl Hosp Neurol & Neurosurg, London, England.",,,spontaneous intracranial hypotension; CSF hypovolaemia; CSF hypovolemia;; CSF leak; orthostatic headache; CSF venous fistula,J,10.3389/fneur.2023.1145949,14,,,,WoS,WOS:000955382000001
,Kernohan-Woltman Phenomenon: An exceptional neurological picture?,"Introduction: Ipsilateral hemiparesis (IH) can be defined as a paradoxical dysfunction of the first motor neuron involving the extremities on the opposite side to that expected, given the location of the triggering intracranial pathology. Compression of the corticospinal tract (CSt) along its course through the contralateral cerebral peduncle against the free edge of the tentorium, known as the Kernohan-Woltman notch phenomenon (KWNP), represents the main cause of IH. Methods: This retrospective study analyzes a series of 12 patients diagnosed with IH secondary to KWNP treated at our institution, including a descriptive study of epidemiological, clinical, radiological, neurophysiological, and prognostic variables. Results: In 75% of the cases, symptoms had an acute or subacute onset. Initial imaging studies showed signs of significant mass effect in half of the patients, whereas magnetic resonance imaging (MRI) identified a structural lesion in the contralateral cerebral peduncle in two thirds of them. Impairment of the motor evoked potentials (MEP) was verified in 4 patients. During follow-up 7 patients experienced improvement in motor activity, and near half of the cases were classified in the first three categories of the modified Rankin scale. Conclusions: In contrast to prior historical series, most of our patients developed a KWNP secondary to a traumatic mechanism. MRI represents the optimal method to identify both the classic cerebral peduncle notch and the underlying structural lesion of the CSt. The use of MEP can help to establish the diagnosis, especially in those cases lacking definite radiological findings. (c) 2022 Sociedad Espanola de Neurolog & imath;a. Published by Elsevier Espana, S.L.U.",2024,NEUROLOGIA,,Moro RC; Garvi JMP; Fernández CV; Rodríguez EEE; Palomeque GM; Martínez LC; Gutiérrez ML; Cancela AA; Ruiz EB; San Millán JSM,"Moro, R. Carrasco; Garvi, J. M. Pascual; Fernandez, C. Vior; Rodriguez, E. E. Espinosa; Palomeque, G. Martin; Martinez, L. Cabanes; Gutierrez, M. Lopez; Cancela, A. Acitores; Ruiz, E. Barrero; San Millan, J. S. Martinez",Moro RC,"[Moro, R. Carrasco; Fernandez, C. Vior; Cancela, A. Acitores; Ruiz, E. Barrero] Hosp Univ Ramon & Cajal, Serv Neurocirugia, Madrid, Spain. [Garvi, J. M. Pascual] Hosp Univ La Princesa, Serv Neurocirugia, Madrid, Spain. [Rodriguez, E. E. Espinosa] Inst Med & Cirugia Barcelona, Serv Neurocirugia, Barcelona, Spain. [Palomeque, G. Martin; Martinez, L. Cabanes] Hosp Univ Ramon & Cajal, Serv Neurofisiol Clin, Madrid, Spain. [Gutierrez, M. Lopez] Hosp Cent Def Gomez Ulla, Serv Neurocirugia, Madrid, Spain. [San Millan, J. S. Martinez] Hosp Univ Ramon & Cajal, Serv Diagnost Imagen, Madrid, Spain.",,,False localising signs; Kernohan-Woltman notch phenomenon; Ipsilateral; hemiparesis; Paradoxical hemiparesis; Kernohans<acute accent> notch; Brain herniation,J,10.1016/j.nrl.2022.09.009,39,8,,683,WoS,WOS:001331058500001
,Electroclinical analysis of postictal noserubbing,"Background: Postictal noserubbing (PIN) has been identified as a good, albeit imperfect, lateralizing and localizing sign in human partial epilepsy, possibly related to ictal autonomic activation. Methods: PIN was studied prospectively in a group of consecutive patients admitted for video-EEC monitoring, with the laterality of noserubbing correlated with electrographic sites of seizure onset, intra- and interhemispheric spread, and sites of seizure termination. Results: PIN was significantly more frequent in temporal than extratemporal epilepsy (p<0.001; 23/41 (56%) patients and 41/197 (21%) seizures in temporal lobe epilepsy compared with 4/34 (12%) patients and 12/167 (7%) seizures in extratemporal epilepsy). The hand used to rub the nose was ipsilateral to the side of seizure onset in 83% of both temporal and extratemporal seizures. Seizures with contralateral PIN correlated with spread to the contralateral temporal lobe on scalp EEG (p<0.04). All extratemporal seizures with PIN showed spread to temporal lobe structures. One patient investigated with intracranial electrodes showed PIN only when ictal activity spread to involve the amygdala: seizures confined to the hippocampus were not associated with PIN. PIN was not observed in 63 nonepileptic events in 17 patients. Unexpectedly, one patient with primary generalized epilepsy showed typical PIN after 1/3 recorded absence seizures. Conclusions: This study confirms PIN as a good indicator of ipsilateral temporal lobe seizure onset. Instances of false lateralization and localization appear to reflect seizure spread to contralateral or ipsilateral temporal lobe structures, respectively. Involvement of the amygdala appears to be of prime importance for induction of PIN.",2000,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,,Wennberg R,"Wennberg, R",Wennberg R,"Univ Toronto, Toronto Western Hosp, Univ Hlth Network, Div Neurol, Toronto, ON M5T 2S8, Canada.",,,,J,,27,2,,131,WoS,WOS:000086986100008
,Treatment of spontaneous intracranial hypotension: experiences in a UK regional neurosciences Centre,"A robust treatment paradigm for spontaneous intracranial hypotension has yet to be agreed upon. We present retrospective data from the patient cohort at our UK regional neurosciences centre from 2010-2020 and describe our locally developed treatment pathway. Seventy-three patients were identified: 31 men and 42 women; mean age was 42 years. The majority presented with a headache of variable duration, and most had positive imaging. Very few patients (7%) responded to conservative treatment. Sixty-six underwent epidural blood patching, with 39 (59%) having a good response. Twenty-three patients underwent myelography and targeted treatment (injection of fibrin sealant at the leak site), with 13 (57%) showing a good response. One patient had successful surgery. The relapse rate after response to epidural blood patching was 10%, and after response to targeted treatment was 23%. Most patients who relapsed responded to repeated treatments. The outcome data for our diverse patient cohort shows the success of a staged approach to treatment. Relapse rates are low, and surgery is only rarely required. We use these data to inform our discussions with patients, and present them here to enable other centres to develop robust investigation and treatment paradigms of their own.",2021,CLINICAL MEDICINE,,Perthen JE; Dorman PJ; Morland D; Redfern N; Butteriss DJA,"Perthen, Joanna E.; Dorman, Paul J.; Morland, Danny; Redfern, Nancy; Butteriss, David J. A.",Perthen JE,"[Perthen, Joanna E.; Dorman, Paul J.; Morland, Danny; Redfern, Nancy; Butteriss, David J. A.] Newcastle Upon Tyne Hosp NHS Fdn Trust, Newcastle Upon Tyne, Tyne & Wear, England.",,,spontaneous intracranial hypotension; CSF leak; epidural blood patch;; myelography; postural headache,J,10.7861/clinmed.2020-0791,21,3,,E247,WoS,WOS:000652738100019
,Syndrome of the third frontal convolution: Léon Ectors<acute accent> legacy on paradoxical ipsilateral hemiparesis,"Since the crossed control of sensitive-motor body functions by the contralateral cerebral hemispheres was recognized in the early 18th century, clinicians have been baffled by patients developing a motor deficit involving the extremities on the same side as an intracranial lesion. In the first third of the 20th century, three main hypotheses were proposed to explain this so-called ipsilateral or paradoxical hemiparesis: (1) the absence of decussation of the corticospinal tracts; (2) diaschisis, or blocking of the normal input to a brain region anatomically distant from the injured site; and (3) compression of the contralateral cerebral peduncle against the tentorial border, also known as the Kernohan-Woltman notch phenomenon. Here, we deal with the less widely known contributions of the Belgian neurosurgeon Leon Ectors, who included this paradoxical deficit within a neurological syndrome he considered highly specific for an early diagnosis of those meningiomas growing over the third frontal convolution. The present manuscript includes a systematic review of the cases of ipsilateral hemiparesis secondary to intracranial masses reported in ancient and modern scientific medical literature. We also address in-depth the physiopathological theories accounting for this syndrome and contrast them with Leon Ectors' observations.",2024,ACTA NEUROLOGICA BELGICA,,Carrasco-Moro R; Millán JSMS; Pérez-Pérez M; Pascual JM,"Carrasco-Moro, Rodrigo; Martinez-San Millan, Juan Salvador; Perez-Perez, Maria; Pascual, Jose Maria",Carrasco-Moro R,"[Carrasco-Moro, Rodrigo; Perez-Perez, Maria] Ramon y Cajal Univ Hosp, Dept Neurosurg, Colmenar Rd Km 9-100, Madrid 28034, Spain. [Martinez-San Millan, Juan Salvador] Ramon y Cajal Univ Hosp, Dept Neuroradiol, Madrid, Spain. [Pascual, Jose Maria] Princesa Univ Hosp, Dept Neurosurg, Madrid, Spain.",,,Brain herniation; Ectors syndrome; False localizing signs; Ipsilateral; hemiparesis; Kernohan-Woltman notch phenomenon; Meningioma,J,10.1007/s13760-023-02394-9,124,1,,37,WoS,WOS:001083465900001
,COMPREHENSIVE STUDY OF DIAGNOSIS AND TREATMENT OF TRIGEMINAL NEURALGIA SECONDARY TO TUMORS,"Among 5,058 patients seen at the Mayo Clinic from 1976 through 1990 for face pain, we diagnosed trigeminal neuralgia in 2,972. Tumors were causing the face pain in 296 patients. Sex and pain distributions paralleled those in idiopathic trigeminal neuralgia; however, patients with tumors causing trigeminal neuralgia were younger than those with idiopathic pain. Meningiomas and posterior fossa tumors were the most common. Neurologic deficits developed on follow-up evaluation in 47% of the patients, often precipitating further study and eventual diagnosis of the tumor. Delay in tumor diagnosis averaged 6.3 years. CT with contrast was the most frequently used initial diagnostic radiographic technique, detecting a tumor in 40 of 43 examinations. MRI was subsequently used to confirm and better delineate the tumor in five of five cases. Carbamazepine was the most effective drug for relieving trigeminal neuralgia, but relief was usually temporary. Of the surgical treatment options, total removal of the tumor was the most effective in completely relieving tic pain. In patients at high surgical risk, however, temporarily or permanently blocking afferent impulses with radiofrequency ablation, glycerol rhizotomy, or alcohol blocks was a good alternative to craniotomy.",1993,NEUROLOGY,,CHENG TMW; CASCINO TL; ONOFRIO BM,"CHENG, TMW; CASCINO, TL; ONOFRIO, BM",CHENG TMW,"MAYO CLIN & MAYO FDN, DEPT NEUROL, 200 1ST ST SW, ROCHESTER, MN 55905 USA. MAYO CLIN & MAYO FDN, DEPT NEUROSURG, ROCHESTER, MN 55905 USA.",,,,J,10.1212/wnl.43.11.2298,43,11,,2298,WoS,WOS:A1993MH65200027
