"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","24/723","99/8848",0.242424242424242,2.96676306634813,5.87010555367904,8.95536561277359e-07,2.25619676290808e-06,7.08829428346829e-07,"7124/3569/7040/1906/1636/3685/3690/5562/183/5563/5564/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",24
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","31/723","149/8848",0.208053691275168,2.54613977925683,5.67757264982576,9.13910286950432e-07,2.28477571737608e-06,7.17808079629084e-07,"5290/207/1956/2475/5604/5594/5894/3576/5781/1950/5295/3630/5294/3643/5595/5293/5578/5291/6850/2147/2185/5737/8877/183/2149/185/3577/5338/554/5337/1759",31
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","22/723","86/8848",0.255813953488372,3.13062497989643,5.92256850942217,9.56905971558685e-07,2.37400336455399e-06,7.45840733155423e-07,"3630/6513/1385/5578/885/2740/2641/5579/2645/6514/1386/3651/476/468/779/776/3710/775/3783/1131/815/816",22
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","19/723","67/8848",0.283582089552239,3.47044858694081,6.05475689377641,9.64284823977983e-07,2.37418611964276e-06,7.45898149329062e-07,"5604/5594/5894/1387/5595/5578/5579/468/2903/2904/6197/2902/3710/775/801/815/2906/2891/816",19
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","19/723","68/8848",0.279411764705882,3.41941257830933,5.9741016793563,1.23750810817725e-06,3.02398597862862e-06,9.50045797334336e-07,"1576/1543/216/1548/54658/1544/1559/1555/1558/128/8854/54600/340665/126/54659/1592/29785/125/56603",19
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","18/723","62/8848",0.290322580645161,3.55293802703788,6.01722145157215,1.27378880504983e-06,3.08941314657609e-06,9.70601053337266e-07,"5290/207/2475/3480/5295/3630/3643/5293/3065/6198/23411/5291/6647/3066/847/5562/5563/5564",18
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","12/723","30/8848",0.4,4.89515905947441,6.37464867306671,1.76474880332736e-06,4.24846934134363e-06,1.33474178497274e-06,"7124/3569/3553/4790/5970/4363/9429/1147/10257/1244/239/8714",12
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","9/723","17/8848",0.529411764705882,6.47888699048084,6.74477300934845,2.06498842502567e-06,4.93471498627458e-06,1.55033960702392e-06,"768/771/759/760/762/765/11238/763/761",9
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","22/723","91/8848",0.241758241758242,2.95861261836366,5.6020508535497,2.67386406072344e-06,6.34310817324903e-06,1.99281455159565e-06,"5290/207/5604/4790/5594/5894/5295/3725/5970/4792/2932/5595/695/5293/5879/4067/2353/5291/6850/1147/5579/5777",22
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","23/723","98/8848",0.23469387755102,2.87215965224264,5.55913691233342,2.75317780701866e-06,6.48393324116713e-06,2.03705756888489e-06,"5290/207/5604/5594/5894/5295/5595/5788/5580/5293/5578/5879/4067/6198/5291/6850/5579/8877/5581/2934/653361/5338/5337",23
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","22/723","92/8848",0.239130434782609,2.92645378555536,5.54057846520644,3.24893819235639e-06,7.59643821953833e-06,2.38657330298046e-06,"3458/6772/4790/5594/3558/3565/3725/5970/3717/4792/5595/1432/5599/2353/6777/3567/5602/3718/1147/6776/3932/6775",22
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","32/723","166/8848",0.192771084337349,2.3591127997467,5.27296797014426,3.51340804209338e-06,8.1561258120025e-06,2.56241037656435e-06,"207/5604/5594/5894/3630/5294/3643/5595/1385/4846/1909/3827/1386/5581/476/468/185/779/140/776/3710/624/775/801/134/4881/487/147/152/6546/6543/151",32
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","22/723","93/8848",0.236559139784946,2.89498654054938,5.47992994070579,3.93444710051417e-06,9.06876104728444e-06,2.84913302538167e-06,"999/1499/1956/2064/4233/2260/6714/5594/3480/1387/3643/5595/4088/5879/51176/7082/52/5777/5770/1457/5792/7525",22
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","29/723","144/8848",0.201388888888889,2.46457660980483,5.28554015086618,4.08049476254829e-06,9.33916054808587e-06,2.9340844474958e-06,"5290/207/2475/5295/5599/5293/5578/5291/6667/5602/7494/4217/5579/2903/6095/2904/773/2902/3710/7436/5693/487/116443/2906/90550/2891/3752/116444/3748",29
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","17/723","61/8848",0.278688524590164,3.41056163979775,5.63531663379786,4.66644843691937e-06,1.05319148749916e-05,3.30881212266943e-06,"5743/5742/5320/240/239/1571/8644/9536/247/1559/1557/246/1555/1558/2053/873/5319",17
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","17/723","61/8848",0.278688524590164,3.41056163979775,5.63531663379786,4.66644843691937e-06,1.05319148749916e-05,3.30881212266943e-06,"7421/7018/3162/476/2495/540/4502/2512/4495/4489/4493/4891/4494/4501/4496/6546/6543",17
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","22/723","94/8848",0.234042553191489,2.8641888113946,5.42008416149369,4.74899950454709e-06,1.06443092343297e-05,3.34412306309305e-06,"7124/3569/3458/7040/7422/3553/3576/3725/3383/3552/6347/3605/7099/1437/7097/4312/2353/4314/942/1514/2919/2920",22
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","20/723","81/8848",0.246913580246914,3.02170312313235,5.45242707391293,5.36189661866228e-06,1.19357287744195e-05,3.74984839228725e-06,"4830/2950/4353/2944/2952/1576/7498/2990/1548/54658/1571/7172/2947/1066/2938/54600/54659/2946/2939/653689",20
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","15/723","50/8848",0.3,3.67136929460581,5.65044211961346,6.25422000966804e-06,1.38273571642321e-05,4.34414136009882e-06,"4843/4953/4846/4129/4128/223/1152/383/1158/217/2628/1159/1160/5033/51056",15
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","37/723","212/8848",0.174528301886792,2.13585949528954,4.99334650199558,7.17624354652833e-06,1.57586429231196e-05,4.95089348515823e-06,"5290/207/999/1499/1956/4233/2260/7422/6714/5604/5594/5894/3480/3791/1950/5295/3630/3082/2247/3643/5595/1432/5293/5578/7057/5879/5291/4803/3690/5579/5590/2149/2903/135/2904/2902/801",37
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","24/723","116/8848",0.206896551724138,2.53197882386607,4.95427797948494,1.70598664801278e-05,3.72111181613527e-05,1.16906184992752e-05,"5290/1499/5781/7852/4318/4313/5295/3383/5747/1432/5293/5578/7412/5879/5291/9076/2185/5175/5579/1364/100506658/653361/9075/7122",24
"Human Diseases","Substance dependence","hsa05034","Alcoholism","33/723","188/8848",0.175531914893617,2.14814160854595,4.74647187802563,1.97644599723605e-05,4.2822996606781e-05,1.3453702577677e-05,"5604/5594/5894/627/5595/4915/1385/3065/9734/1392/9759/3066/8841/10013/4129/4128/1386/6531/468/2903/135/2904/10014/2902/51564/801/83933/55869/116443/1812/2906/79885/116444",33
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","40/723","249/8848",0.160642570281124,1.96592733312225,4.61185487063125,2.38218147135291e-05,5.1272117760907e-05,1.61081633127384e-05,"7157/5290/7124/207/1956/4193/596/2475/3553/6714/4790/5594/3576/581/5295/3725/5970/4792/598/2932/5747/5595/7099/1432/1437/5599/5580/5293/5879/6198/5291/5602/114548/1147/718/834/29110/5581/3099/3710",40
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","21/723","98/8848",0.214285714285714,2.62240663900415,4.81752751315775,3.27585048034674e-05,7.00428556653085e-05,2.20053668001131e-05,"1385/5578/3949/5579/4929/1386/5581/183/476/468/185/8912/779/776/3710/775/801/4881/815/816/8911",21
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","21/723","100/8848",0.21,2.56995850622407,4.7096568425787,4.50123828520436e-05,9.56145387380012e-05,3.00392235063518e-05,"3586/3383/3861/718/5340/3075/6403/716/3858/629/720/3868/3426/713/717/714/3857/727/721/715/100293534",21
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","19/723","86/8848",0.22093023255814,2.70372157354691,4.7358910345652,4.94713134985189e-05,0.000104403746019601,3.28005291138505e-05,"1499/51176/3685/3728/3690/1832/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",19
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","28/723","158/8848",0.177215189873418,2.16874135546335,4.4217333011667,6.9838606587693e-05,0.000146435788006453,4.60057374465618e-05,"7157/11200/1029/4193/5925/595/4609/1026/7040/1019/1387/1021/2932/1017/5111/894/898/4088/3065/1869/5347/983/9212/891/3066/1870/7534/55869",28
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","41/723","271/8848",0.151291512915129,1.85149005017021,4.24670404039302,7.79532720014069e-05,0.000162402650002931,5.10220471264269e-05,"7157/581/836/4780/598/9817/5599/842/3309/5602/6647/1649/7494/6622/7295/4129/11315/4128/4217/6531/468/1965/9377/135/3710/801/5693/4891/1327/1812/815/90550/7384/1340/816/1329/1345/1346/1351/1350/1349",41
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","29/723","169/8848",0.171597633136095,2.0999942710763,4.30679706956988,9.50127238296812e-05,0.000196682390093289,6.17917144584585e-05,"5728/5290/207/596/2475/3091/5604/5594/5894/3480/5295/3630/598/5595/5599/1508/5580/5293/6198/5291/3146/1612/5602/1509/1514/29110/5562/1965/5563",29
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","11/723","38/8848",0.289473684210526,3.54254931935648,4.68520618042019,0.00015545547330793,0.000319766005222009,0.000100460898806591,"5290/5594/5295/3630/3643/5595/5293/5578/5291/5579/476",11
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","13/723","51/8848",0.254901960784314,3.11946410652781,4.52792615728545,0.000167269980566213,0.000341904048327165,0.000107416008705215,"348/948/3949/335/19/1071/8647/345/336/6646/337/64241/64240",13
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","24/723","134/8848",0.17910447761194,2.1918622654363,4.14691533749895,0.000191252562280299,0.000388481767131856,0.000122049332507822,"5604/5594/5894/5595/5580/1906/5578/4627/1909/5320/59/5579/5581/183/135/185/779/776/3710/775/801/4881/147/5319",24
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","13/723","52/8848",0.25,3.05947441217151,4.44294502375541,0.000206634250069464,0.000417118827779974,0.000131046239011037,"5290/207/5295/5293/5291/5579/6514/476/3099/8972/776/279/276",13
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","24/723","135/8848",0.177777777777778,2.17562624865529,4.10589443167058,0.0002150860164889,0.000431499724437608,0.000135564285896188,"5290/7124/355/3458/356/5604/5594/5894/5781/836/5295/8795/3383/5595/1437/5293/5578/5879/5291/6850/2185/3932/5579/5777",24
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","19/723","97/8848",0.195876288659794,2.39711397242304,4.12709379159088,0.000268893803137578,0.000536137951041184,0.000168438481784599,"5594/5595/1385/5578/2353/5579/2903/2904/8912/2902/776/3710/775/801/815/2906/2891/816/8911",19
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","10/723","36/8848",0.277777777777778,3.3994160135239,4.30303656566861,0.000446698217588043,0.000885225126317769,0.000278111213774327,"7173/1312/7299/4282/4129/4128/7306/128/126/125",10
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","9/723","30/8848",0.3,3.67136929460581,4.37184732872702,0.000460533040236386,0.000907110533798942,0.000284986953128736,"1576/5320/1544/1571/1559/1557/246/1558/5319",9
"Organismal Systems","Immune system","hsa04611","Platelet activation","22/723","126/8848",0.174603174603175,2.13677577992931,3.83360639479682,0.000504001549270971,0.000986750021163045,0.000310007294098188,"5290/207/6714/5594/5295/5294/5595/1432/695/1277/5293/4067/5291/6850/2147/4846/3690/5742/5590/2149/3710/2243",22
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","24/723","144/8848",0.166666666666667,2.03964960811434,3.75201249953932,0.000578351383036776,0.00112553412866439,0.000353609102770673,"5290/207/1499/4609/6774/2260/5604/5594/5894/3480/5295/3717/2247/2932/5595/8313/1432/4088/5293/8312/5291/3718/2103/659",24
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","20/723","111/8848",0.18018018018018,2.20502660336685,3.81094283169128,0.000590236341949935,0.00114182625674839,0.000358727601310424,"5290/207/5604/5594/5894/3480/5295/3630/3320/5595/1432/1017/5599/5293/5291/5347/5602/983/891/6197",20
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","11/723","44/8848",0.25,3.05947441217151,4.08505773808945,0.000630132684251435,0.00121179362356045,0.000380709251774458,"142/5111/3146/7515/5423/2237/4350/3978/10038/252969/79661",11
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","13/723","58/8848",0.224137931034483,2.74297705918825,3.97252562865142,0.000650054113391858,0.0012427505108962,0.000390434978322045,"2950/2944/2539/4953/2952/2936/2947/2938/51056/2946/373156/2939/653689",13
"Human Diseases","Immune disease","hsa05330","Allograft rejection","10/723","38/8848",0.263157894736842,3.22049938123317,4.09175835661114,0.000715363832640354,0.00135960962343927,0.000427148610440839,"7124/355/3458/356/3586/3558/3565/959/3567/942",10
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","17/723","89/8848",0.191011235955056,2.33757595536699,3.7830464237127,0.000752830102629342,0.00142249874043335,0.000446906486872988,"6714/5578/5579/2561/773/779/776/2563/775/10243/2556/57468/774/18/2558/55879/2560",17
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","11/723","45/8848",0.244444444444444,2.99148609190103,3.99506326549437,0.000773551386231656,0.00145320347124444,0.000456552993395014,"5243/4363/1080/9429/19/10257/8647/1244/8714/64241/64240",11
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","14/723","67/8848",0.208955223880597,2.55717264300902,3.8164331145762,0.000862266619758626,0.00161055546793996,0.000505988276567373,"5315/2597/2023/3939/2645/3099/223/226/217/7167/10327/128/126/125",14
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","14/723","69/8848",0.202898550724638,2.48305169683485,3.68904360284953,0.00116946875972313,0.00217187055377153,0.000682336659808383,"1385/1508/1906/1636/1909/183/185/779/776/3710/775/801/134/4881",14
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","10/723","42/8848",0.238095238095238,2.91378515444905,3.70837772252667,0.00165228238988966,0.00305108964042125,0.00095856095585704,"7157/7037/7018/3162/1356/2495/2512/246/2182/4891",10
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","7/723","23/8848",0.304347826086957,3.72457754525227,3.90266444197601,0.00181084328176641,0.00332499472640726,0.00104461372781054,"1636/59272/183/185/186/3816/5550",7
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","18/723","105/8848",0.171428571428571,2.09792531120332,3.37592418658276,0.00196181957395969,0.00358197394121854,0.00112534889813182,"7124/7040/3685/3690/183/779/776/775/487/55799/9254/783/785/6546/6543/784/782/93589",18
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","13/723","65/8848",0.2,2.44757952973721,3.49408243938283,0.00198837559717889,0.00358857909726724,0.00112742404027505,"1385/6667/3949/1386/183/468/185/8912/779/776/3710/775/8911",13
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","10/723","43/8848",0.232558139534884,2.84602270899675,3.61961237487471,0.00199856251263191,0.00358857909726724,0.00112742404027505,"7124/355/3458/356/3553/3558/3630/3552/942/3329",10
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","10/723","43/8848",0.232558139534884,2.84602270899675,3.61961237487471,0.00199856251263191,0.00358857909726724,0.00112742404027505,"948/335/19/5320/2169/337/5319/5406/64241/64240",10
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","24/723","158/8848",0.151898734177215,1.85892116182573,3.24958151482192,0.00217408324522812,0.00388229150933593,0.00121969968066586,"5728/5290/7124/207/2475/5604/5594/5894/3480/5295/3630/3643/2932/5595/5293/5578/6198/5291/1147/1977/5579/5562/5563/6197",24
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","11/723","51/8848",0.215686274509804,2.63954655167738,3.5026522480671,0.0023136788425933,0.00410899248001543,0.00129092233380242,"3480/5743/3630/3643/1588/3949/1545/1543/240/8644/3292",11
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","12/723","59/8848",0.203389830508475,2.48906392854631,3.42314341302642,0.0025222952283562,0.00445514102834655,0.00139967183724572,"5290/207/5295/5743/3630/3643/5293/5291/5742/2167/134/4881",12
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","19/723","116/8848",0.163793103448276,2.00448323556064,3.24840598131853,0.00256484197153445,0.00450580346350646,0.00141558845655102,"5594/5595/5578/5579/2903/2904/773/5338/1742/2902/776/3710/775/5337/116443/2906/2898/2891/116444",19
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","18/723","108/8848",0.166666666666667,2.03964960811434,3.2426392338669,0.00270593820998928,0.00472811784003503,0.00148543297322558,"7124/4609/3458/7040/5594/1387/5595/4088/3065/7057/6198/6667/7037/7018/650/3066/659/7036",18
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","25/723","170/8848",0.147058823529412,1.79969083068912,3.1404525191628,0.00278962748807944,0.00484828306751775,0.00152318528760882,"2064/595/1019/6714/3725/5111/5599/5879/1080/5602/4627/3308/9076/7082/4217/5562/1364/100506658/5590/5581/5563/5564/9075/776/7122",25
"Organismal Systems","Nervous system","hsa04730","Long-term depression","12/723","60/8848",0.2,2.44757952973721,3.35605068858554,0.00292430739647528,0.00505531863752375,0.00158822966101961,"5604/5594/5894/3480/5595/5578/4067/1392/5579/773/3710/2891",12
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","17/723","101/8848",0.168316831683168,2.05984415868973,3.19542487479326,0.00315589090101312,0.00542679652290616,0.00170493688330979,"1499/5604/5594/5894/1387/2932/5595/1385/1906/5578/51176/7299/5579/7306/801/815/816",17
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","10/723","46/8848",0.217391304347826,2.66041253232305,3.36790407851243,0.00340020762325489,0.00581614461872547,0.00182725839033642,"3162/1356/2990/54658/2495/2395/2512/2235/54600/54659",10
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","25/723","174/8848",0.14367816091954,1.75831862768477,3.01350639216311,0.00382123505014362,0.00650210152511349,0.00204276549938788,"7157/1499/595/4609/3725/1387/2932/8313/894/4088/5599/5578/5879/23411/8312/5602/4316/51176/5467/5663/5579/8061/1457/815/816",25
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","7/723","26/8848",0.269230769230769,3.29481859772316,3.49548131986223,0.00391634517503878,0.00662923011399794,0.00208270549330462,"3630/3172/2645/6514/3375/3651/3174",7
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","22/723","149/8848",0.147651006711409,1.80693790785968,2.9631529162091,0.00463027877823661,0.00779710156956942,0.00244961571578375,"5594/5743/5595/1432/5599/5578/5602/5579/2561/773/779/776/2563/3710/775/2556/2166/774/2891/2558/55879/2560",22
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","7/723","27/8848",0.259259259259259,3.17278827928897,3.37284092158332,0.00492144387671141,0.0082446869068619,0.0025902336193218,"231/251/8644/248/249/10243/873",7
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","31/723","235/8848",0.131914893617021,1.61436096642241,2.84731686089719,0.00516819926826329,0.00861366544710548,0.00270615562224852,"2260/5468/2475/1432/1385/6198/10891/7350/23028/4217/2641/51548/5562/1386/9377/5563/1374/5564/6197/2182/4881/1327/1375/7384/1340/1329/1345/1346/1351/1350/1349",31
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","17/723","106/8848",0.160377358490566,1.96268169837417,2.97430652939202,0.00525279941512061,0.00870999903017448,0.00273642074794146,"5578/5879/1080/885/5320/5579/5644/952/476/760/3710/279/1131/487/5319/5406/276",17
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","5/723","15/8848",0.333333333333333,4.07929921622868,3.56040074482425,0.00539696266938463,0.0089036186170051,0.00279725022137488,"52/251/248/249/9054",5
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","30/723","230/8848",0.130434782608696,1.59624751939383,2.73301953423066,0.0069085123379548,0.0113397298476531,0.00356260338533555,"5290/207/1956/2260/6714/5604/5594/5894/7852/1950/5295/3630/2247/2335/5747/5595/5293/5879/5291/4627/2147/3685/3690/3827/2149/2934/624/1131/727/623",30
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","13/723","75/8848",0.173333333333333,2.12123559243891,2.90876690293268,0.00720510996299519,0.0117671393868012,0.00369688265755373,"7173/50506/213/7276/1385/5578/3309/2936/5579/1386/476/468/3710",13
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","9/723","44/8848",0.204545454545455,2.50320633723123,2.98167563702665,0.00813470584095134,0.0132188969915459,0.004152981403012,"7124/3569/355/3458/356/3553/3558/3552/942",9
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","7/723","30/8848",0.233333333333333,2.85550945136007,3.03664643250056,0.00910595971536745,0.0147235667039523,0.00462570354747653,"2990/54658/223/217/10327/54600/54659",7
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","10/723","53/8848",0.188679245283019,2.30903729220491,2.85119886442236,0.00969393945792514,0.0155966847714142,0.00490001108607993,"2099/7421/5578/5579/476/624/3816/1759/6546/6543",10
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","13/723","78/8848",0.166666666666667,2.03964960811434,2.75099611022975,0.0100157383185409,0.0160350490321468,0.00503773200362183,"5290/999/1499/4233/6714/5295/2335/5747/857/5293/5879/5291/1759",13
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","43/723","371/8848",0.115902964959569,1.41840862235445,2.4559638293168,0.0117793408918255,0.0187661068129573,0.00589574853718821,"7157/7124/596/2475/581/836/598/1432/4843/842/5879/3309/6647/1649/7494/847/834/10013/4217/29110/468/2903/1965/9377/3178/2904/4747/2902/3710/5693/1327/2906/10280/90550/2891/7384/1340/1329/1345/1346/1351/1350/1349",43
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","9/723","47/8848",0.191489361702128,2.34342720932286,2.75456189893528,0.012561279817085,0.0199142241002567,0.00625645259182155,"5315/3939/223/2739/217/10327/128/126/125",9
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","37/723","311/8848",0.118971061093248,1.45595566881474,2.44177504456215,0.0126953966065103,0.0200291451316304,0.00629255733690088,"7157/5468/2475/841/581/836/1387/627/1385/5599/3065/842/6667/5602/6647/3066/10891/7350/4217/9377/2904/7019/4899/1742/2902/5693/1327/774/2891/7384/1340/1329/1345/1346/1351/1350/1349",37
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/723","72/8848",0.166666666666667,2.03964960811434,2.64216790380725,0.0130716505360216,0.0205231228222561,0.00644775032796386,"7124/841/4790/3576/5970/4792/1432/3627/5599/5602/1147/29110",12
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","15/723","99/8848",0.151515151515152,1.85422691646758,2.54957104506196,0.014053763859215,0.0218962162207532,0.00687913513656051,"7124/3569/3553/3565/3552/1437/1440/2322/7037/948/3567/3562/3690/952/1378",15
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","8/723","40/8848",0.2,2.44757952973721,2.73709110474705,0.014080951354269,0.0218962162207532,0.00687913513656051,"2645/3099/5837/5836/8972/279/2548/276",8
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","9/723","49/8848",0.183673469387755,2.24777711914641,2.61260573715788,0.0163737153947746,0.0253402738252463,0.00796115485359966,"3569/7040/3586/3558/7852/3565/959/3567/942",9
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","13/723","83/8848",0.156626506024096,1.9167791497942,2.50312934171613,0.0165191912396808,0.025444251909461,0.00799382165252701,"3569/3553/841/4790/836/5970/4792/3627/114548/1147/834/840/29110",13
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","21/723","157/8848",0.133757961783439,1.63691624600259,2.40188801662098,0.0166276489186228,0.0254904995214736,0.00800835126666538,"999/1499/595/4609/7040/7161/11186/2932/8313/894/4088/5054/330/8312/329/51176/650/5590/659/7534/1742",21
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","7/723","34/8848",0.205882352941176,2.51956716296477,2.64806299892837,0.0181113459987291,0.0276346828619106,0.00868198943353952,"231/3099/226/7167/4351/3795/6652",7
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/723","42/8848",0.19047619047619,2.33102812355924,2.57915839193797,0.0187175157208733,0.0284261336882422,0.00893063957169066,"1545/1543/847/4129/4128/1544/223/217",8
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","8/723","43/8848",0.186046511627907,2.2768181671974,2.50353737033074,0.0214045110996778,0.0323556563134664,0.0101651778539473,"223/1374/217/2182/128/126/1375/125",8
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","7/723","36/8848",0.194444444444444,2.37959120946673,2.47411511240678,0.0243997761580861,0.036712626163787,0.0115340072482181,"2990/231/54658/10327/6652/54600/54659",7
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","9/723","53/8848",0.169811320754717,2.07813356298442,2.34827014385441,0.0264298753935232,0.0395839147598849,0.0124360801027007,"7173/355/356/3586/3558/3565/959/3567/942",9
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","5/723","22/8848",0.227272727272727,2.78134037470137,2.49535171800547,0.0294004950340732,0.0438310132388706,0.0137703912037909,"4129/4128/223/443/217",5
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","13/723","91/8848",0.142857142857143,1.74827109266943,2.14021531060976,0.0329820349107918,0.0489459422192116,0.0153773486486268,"5578/5579/2561/4988/773/2563/2556/134/1812/774/2558/55879/2560",13
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","18/723","139/8848",0.129496402877698,1.58476372429028,2.07280837980296,0.0337395912533464,0.0496170459608036,0.0155881893382929,"367/5604/5594/3480/3630/5595/1432/1017/898/5347/983/891/7534/6197/3710/801/815/816",18
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","18/723","139/8848",0.129496402877698,1.58476372429028,2.07280837980296,0.0337395912533464,0.0496170459608036,0.0155881893382929,"7124/3458/3586/959/942/1991/718/716/2903/720/2904/713/717/714/727/721/715/100293534",18
